Target,Prediction,Prediction_SRPPHAT,Prediction_MUSIC,T60,SNR,Signal Type
56.0,60.86462322710882,55.07182579913286,55.616530908760936,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
20.0,58.466196750661695,19.63194412465908,19.891051979394234,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
8.0,9.084281284093922,8.004356119102967,8.140496211069841,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
51.0,45.199555634830006,51.208791721620656,51.300851403863106,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
10.0,5.588386492008466,10.098293127902968,10.064578336609085,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
52.0,29.11040183647181,52.45076476085611,52.35543633180684,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
18.0,23.479956016488153,18.36772549393559,18.24248710068508,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
35.0,30.88480091538518,35.65694686152868,35.93663623488697,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
7.0,2.4619974445419395,6.674431990704823,6.968919625314211,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
39.0,43.01949024161678,38.891759902629225,39.184728195546306,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
2.0,5.091162754411588,1.9418192946635644,2.2131654186417884,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
50.0,51.2261338923015,50.136703522722534,50.12085329374828,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
44.0,40.49130670210525,44.37403976986892,44.33251599952651,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
70.0,67.98329898029257,70.59550597840686,70.56271513494595,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
68.0,9.03731023552022,67.88710480405433,67.60551761367104,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
67.0,5.018097979766119,66.44428904999214,66.32494030642562,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
63.0,63.922116869531926,63.04302203571657,63.15431077441554,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
65.0,63.40651258934227,64.88044895892561,64.0394806969992,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
2.0,66.80497548828113,2.076366676022552,2.0601748218090865,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
40.0,29.22348191517509,40.93058226529537,40.9698748488334,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
13.0,14.162575986119139,12.456115480983382,12.772595602177722,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
3.0,67.01502801744701,3.1956665704081484,3.857893375695117,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
50.0,48.19053560990028,50.16161463945434,50.18148495953699,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
26.0,20.90336007475526,26.158392421432527,25.08616847142196,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
