Target,Prediction,Prediction_SRPPHAT,Prediction_MUSIC,T60,SNR,Signal Type
64.0,64.81445276261873,63.99648839205425,62.886284050872135,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
40.0,39.83063928751507,40.16877052088332,40.63146302374984,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
23.0,26.926928553213788,22.840088129281874,22.90011058640197,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
20.0,62.811502127069396,19.95606218210859,19.943058367235448,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
19.0,22.00756654116345,19.224596850100433,19.117622154357704,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
38.0,36.389271856314195,38.625014559755485,38.94290737365821,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
22.0,9.82617244120277,21.897387418284257,21.82036220455544,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
14.0,11.074057201878045,14.118650800327906,14.079900498331215,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
43.0,46.84942919406907,42.79131029849354,43.09994269037647,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
68.0,6.294792048593509,67.80912364462485,67.20533663782756,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
35.0,34.70298087231711,34.89346732555233,34.34365794563842,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
34.0,30.282794645368917,33.561582413760966,33.507840237173916,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
18.0,16.16198816791745,18.0404066421557,18.012857899983125,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
54.0,53.12616813456725,54.160493257940864,54.07444821656516,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
56.0,56.00042590820046,55.73595381578954,55.918677898906104,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
27.0,30.302421230838707,26.337616825593596,26.033387593967976,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
57.0,28.0691561334262,57.307528840469914,57.080281576946774,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
28.0,62.2165569075733,27.798378436792714,27.931977494328518,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
12.0,70.43504527246284,12.145824466702964,11.980555466958517,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
5.0,57.47124254108869,4.722921834220559,4.7146530701174205,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
46.0,46.80795177628803,46.266791440514034,46.32914074129948,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
5.0,69.55745224656192,4.304166691847897,4.989833348306902,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
1.0,63.55844153225679,0.8353131044831601,0.88071869290616,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
71.0,62.51224885792514,71.0,0.0,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
62.0,63.797034785232256,61.75897164624742,61.65240272197484,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
36.0,29.4354132487811,35.92156321916067,35.86159949667222,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
69.0,20.040917430471605,68.78551484654089,70.7722804848362,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
68.0,62.781170962851704,67.88812887288928,67.71569919081062,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
48.0,47.83475463483421,48.909393699194474,49.15130989288978,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
63.0,1.098867622655534,62.56749396029294,62.194028785002814,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
39.0,43.56729056589829,38.96753317883854,39.44156495319892,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
36.0,46.072578542773314,36.07449447626912,35.94200244224339,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
26.0,23.970784472203455,25.83471760589139,25.272540170054278,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
7.0,6.310408994189979,7.69298614512215,7.135369024688448,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
0.0,11.036057511239205,71.0,71.0,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
39.0,41.55753311289968,39.456917787291886,39.644421327595275,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
24.0,29.801897434272412,23.291641452474664,23.610911173630544,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
1.0,1.7756345277247747,0.6642688894462283,0.8633040715699835,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
12.0,45.68224770410834,12.030499086309929,12.025333173401325,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
19.0,19.062303110782985,18.230410995020055,18.094961717991723,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
8.0,6.989856769120998,7.331289303163378,7.302975980575224,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
32.0,31.80201295283868,31.808835597230335,31.255400475536035,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
56.0,8.28526657705533,55.78414562770515,55.913107564601894,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
13.0,63.978613149404964,12.30177310827276,12.372993174920854,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
20.0,24.965336466329365,19.579724729929254,19.61971988467161,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
6.0,12.382322685789237,6.146722424855471,6.174826733774107,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
49.0,46.83266847025752,49.7623307689037,49.28465282815471,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
28.0,30.032233249555638,28.031186354720624,27.011564382613038,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
54.0,25.08289863701873,53.809139803356516,53.495811492470295,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
61.0,60.05234801322898,60.16380773574463,60.18736673505213,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
20.0,61.78356018405699,19.809484581095525,19.89306934573343,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
58.0,8.691498246124937,57.054399603114696,56.90677348229378,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
57.0,55.97601369407757,56.45407874245521,56.10362054992062,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
53.0,50.48097399417632,53.12426343398252,53.03801754192677,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
65.0,68.77518800419162,63.69145016216934,63.79877179745961,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
36.0,37.628208503736,36.506270115151246,36.04634298790193,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
3.0,7.737697455969837,2.9108151158687114,2.938831729870375,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
70.0,10.075780900077564,70.06756371820312,69.91923991566478,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
29.0,43.91675566528336,28.91406333364741,28.913190554452523,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
40.0,21.67020129612809,40.83058608237032,40.89399174244908,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
27.0,30.597262056566578,27.322298642091155,27.123777882760677,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
30.0,31.0591863442164,30.285004355109425,30.059986361473502,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
11.0,11.650696500120024,10.33624146161593,10.534870658868588,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
40.0,42.094962363852495,40.55162937529908,41.56370424645623,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
54.0,19.40383287380967,54.18037755414816,54.09103824494682,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
40.0,27.494130244226277,38.929394849846716,39.08178310292698,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
10.0,45.157528153973345,9.627616057684442,9.69525991377939,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
55.0,35.30796919215744,54.95186383384096,54.96822765331479,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
27.0,29.035977455007135,26.252652439324276,26.173521245806064,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
33.0,32.87693197071076,32.54863472227904,32.63150048564257,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
19.0,44.11931723858867,18.71666851660072,18.453872674347124,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
35.0,35.17175105197543,35.427528630684904,35.26371650040061,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
5.0,19.897233462861152,8.953844941431989,6.90191235672513,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
27.0,27.938138653139873,25.75218656014925,25.576494300965205,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
68.0,34.817296092869796,68.22752938277823,68.13469140446016,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
28.0,26.42225568203188,28.201846503230712,28.091182552379305,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
58.0,29.98386486172735,58.40493475444734,29.694146129524928,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
49.0,47.61052200097085,49.40699902088985,49.9981095116389,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
52.0,30.297672283842687,52.76357993039487,52.13172374426257,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
37.0,34.71151908799818,36.69545356480065,36.82975367773706,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
37.0,35.57367056580651,37.50041685757841,37.926791480759405,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
18.0,17.11244811350059,17.780790995368218,17.874715642496152,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
4.0,3.5214313428089423,4.030525686853269,3.2301778862105714,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
29.0,31.993132659884868,29.23802706601201,28.966459368709188,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
63.0,59.649737577253546,62.63050978239543,62.92763974473275,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
55.0,32.43716883161122,54.81953291187699,54.96542699353323,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
49.0,46.957254926102266,49.60824019725496,49.996065207033226,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
11.0,46.03069947865861,11.2640863384451,11.062535229195804,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
10.0,46.12752681362214,10.388925143826935,10.830356218102185,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
18.0,16.248094118972915,17.95238540285856,18.0464697852588,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
42.0,43.900122637239484,42.98200670742187,43.110913100673905,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['n']
40.0,41.988959456110315,40.53091590866281,40.66807460357368,"tensor([[0.5000]], dtype=torch.float64)",tensor([-255]),['s']
